gender,ownhome,approval_senator2,partisan_identity,voted_president_party,protestantism_branch,has_child,religion,union_membership,religion_importance,approval_president,race_ethnicity,approval_governor,citizen,age,economy_retro,educ,approval_house_representative,church_attendance,employment_status,family_income,uninsured,no_immediate_family_served_military,state,year,union_membership_household,evangelical,approval_senator1,marital_status,interest_in_news,ideology,voted_general_election,registered_party,voted_senator_party,intention_house_representative_vote,registration_status,intention_to_vote,intention_president_vote,self_reported_turnout,intention_senator_vote,voted_house_representative_party,intention_governor_vote,voted_governor_party
Female,Own,Never Heard / Not Sure,Not Very Strong Democrat,,Nondenominational or Independent Church,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Never Heard / Not Sure,Citizen,33,Gotten worse / somewhat worse,Post-Grad,Never Heard / Not Sure,More Than Once a Week,Full-Time,30k - 40k,No,Yes,Ohio,2016,union_hh,Yes,Never Heard / Not Sure,Single / Never Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,,,Active,No,,No,,,,
Male,Own,Approve / Somewhat Approve,Not Very Strong Republican,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,48,Gotten much better,High School Graduate,Approve / Somewhat Approve,More Than Once a Week,Retired,10k - 20k,No,No,Indiana,2014,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Only now and then,Liberal,No Record of Voting,No Record of Party Registration,,Republican,Active,Undecided,,No,,,,
Female,Rent,Never Heard of this Person,Not Very Strong Democrat,,Not protestant,No,Hindu,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,31,Gotten better / somewhat better,Post-Grad,Never Heard of this Person,Once or Twice a Month,Temporarily Laid Off,70k - 80k,No,Yes,Texas,2019,union_hh,No,Never Heard of this Person,Married,Some of the time,Moderate,,,,,,,,,,,,
Female,Own,Never Heard / Not Sure,Not Very Strong Democrat,Democratic,Presbyterian,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Never Heard / Not Sure,,26,Gotten better / somewhat better,4-Year,Never Heard / Not Sure,More Than Once a Week,Full-Time,60k - 70k,No,Yes,New York,2015,union_hh,No,Never Heard / Not Sure,Single / Never Married,Some of the time,Liberal,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Not Very Strong Republican,Republican,Pentecostal,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,,40,Gotten better / somewhat better,2-Year,Approve / Somewhat Approve,More Than Once a Week,Homemaker,30k - 40k,No,Yes,California,2015,union_hh,Yes,Approve / Somewhat Approve,Married,Only now and then,Very Conservative,,,,,,,,,,,,
Male,Own,Strongly Approve,Not Very Strong Democrat,Republican,Not protestant,No,Roman Catholic,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,22,Stayed about the same,Some College,Approve / Somewhat Approve,A Few Times a Year,Student,80k - 100k,No,No,California,2012,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,Democratic,,Dropped,"Yes, definitely",Democratic,Yes,Democratic,Republican,,
Female,Rent,Strongly Approve,Strong Republican,Republican,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Approve,Asian,Disapprove / Somewhat Disapprove,Citizen,29,Stayed about the same,Some College,Strongly Approve,A Few Times a Year,Homemaker,50k - 60k,No,Yes,New Hampshire,2018,union_hh,Yes,Approve / Somewhat Approve,Married,Most of the time,Very Conservative,No Record of Voting,No Record of Party Registration,,Republican,Unregistered,"Yes, definitely",,Yes,,Republican,Republican,Republican
Female,Own,Approve / Somewhat Approve,Lean Democrat,Democratic,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,66,Gotten better / somewhat better,4-Year,Approve / Somewhat Approve,Once a Week,Retired,Prefer not to say,No,No,Maryland,2018,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Moderate,Voted,Democratic Party,Democratic,Democratic,Active,"Yes, definitely",,Yes,Democratic,Democratic,Republican,Republican
Female,Own,Disapprove / Somewhat Disapprove,Independent,Did not Vote,Jehovah's Witness,No,Nothing in Particular,union,Very Important,Strongly Approve,Asian,Strongly Disapprove,Citizen,30,Gotten much better,Post-Grad,Approve / Somewhat Approve,Don't Know,Full-Time,60k - 70k,No,No,Missouri,2022,union_hh,Yes,Strongly Approve,Married,Some of the time,Moderate,,,,,,Undecided,,No,,,,
Female,Own,Approve / Somewhat Approve,Lean Republican,Republican,Baptist,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,37,Gotten much worse,2-Year,Strongly Approve,Once a Week,Homemaker,Less than 10k,No,No,Louisiana,2022,union_hh,Yes,Approve / Somewhat Approve,Married,Some of the time,Very Conservative,,,,Republican,,"Yes, definitely",,No,Republican,,,
Male,Rent,Strongly Approve,Strong Democrat,,Not protestant,No,Hindu,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Strongly Approve,Non-Citizen,35,Gotten better / somewhat better,Post-Grad,Strongly Approve,A Few Times a Year,Full-Time,60k - 70k,No,Yes,Ohio,2013,union_hh,No,Strongly Approve,Married,Most of the time,Very Liberal,,,,,,,,,,,,
Female,Own,Strongly Disapprove,Not Very Strong Democrat,Republican,Not protestant,Yes,Hindu,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Disapprove,Citizen,44,Gotten better / somewhat better,Post-Grad,Strongly Disapprove,Once a Week,Full-Time,100k - 120k,No,Yes,Texas,2010,union_hh,No,Strongly Disapprove,Married,Most of the time,Moderate,Voted,,,Democratic,Active,,,Yes,,Democratic,Democratic,Democratic
Male,Own,,Strong Republican,Republican,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,56,Gotten much worse,4-Year,,A Few Times a Year,Retired,50k - 60k,No,No,Tennessee,2014,union_hh,Yes,,Single / Never Married,Most of the time,Conservative,No Record of Voting,No Record of Party Registration,,Republican,Active,"Yes, definitely",,No,Republican,,Republican,
Female,Own,Disapprove / Somewhat Disapprove,Lean Republican,Republican,Not protestant,No,Hindu,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Never Heard / Not Sure,Citizen,42,Not sure,High School Graduate,,More Than Once a Week,Temporarily Laid Off,40k - 50k,No,Yes,Colorado,2014,union_hh,No,Disapprove / Somewhat Disapprove,Married,Only now and then,Moderate,Voted,Democratic Party,Republican,,Active,"Yes, definitely",,Yes,,Republican,Democratic,Democratic
Female,Own,Approve / Somewhat Approve,Strong Republican,,Not protestant,Yes,Hindu,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Non-Citizen,31,Not sure,Some College,Never Heard / Not Sure,A Few Times a Year,Homemaker,20k - 30k,Yes,Yes,Wisconsin,2020,union_hh,No,Never Heard / Not Sure,Married,Don't Know,Not Sure,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Undecided,Republican,,,,,
Male,Rent,Disapprove / Somewhat Disapprove,Independent,,Congregational or United Church of Christ,No,Protestant,union,Very Important,Strongly Approve,Asian,Never Heard / Not Sure,Citizen,37,Stayed about the same,2-Year,Approve / Somewhat Approve,Once or Twice a Month,Full-Time,50k - 60k,No,Yes,Illinois,2016,union_hh,Yes,Disapprove / Somewhat Disapprove,Single / Never Married,Hardly at all,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Probably,,No,,,,
Female,Own,Approve / Somewhat Approve,Independent,,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Disapprove / Somewhat Disapprove,Non-Citizen,72,Gotten better / somewhat better,High School Graduate,Approve / Somewhat Approve,Once or Twice a Month,Homemaker,60k - 70k,No,Yes,New Jersey,2016,union_hh,No,Approve / Somewhat Approve,Widowed,Don't Know,Not Sure,No Record of Voting,No Record of Party Registration,,Democratic,No Record of Registration,Probably,,No,,,,
Female,Other,Never Heard / Not Sure,Strong Democrat,Democratic,Not protestant,No,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Approve,Citizen,37,Gotten much worse,4-Year,Strongly Approve,A Few Times a Year,Part-Time,60k - 70k,Yes,Yes,Illinois,2022,union_hh,No,Strongly Approve,Single / Never Married,Some of the time,Moderate,,,,Democratic,,No,,No,Democratic,,Democratic,
Male,Other,Approve / Somewhat Approve,Not Very Strong Democrat,,Something Else,No,Protestant,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,23,Gotten worse / somewhat worse,4-Year,Approve / Somewhat Approve,A Few Times a Year,Full-Time,60k - 70k,No,Yes,Hawaii,2020,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,,Democratic,Active,No,Democratic,No,,,,
Male,Own,Never Heard / Not Sure,Lean Republican,Other Candidate,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,18,Gotten worse / somewhat worse,Some College,Never Heard / Not Sure,More Than Once a Week,Student,50k - 60k,No,No,Georgia,2012,union_hh,No,Never Heard / Not Sure,Single / Never Married,Some of the time,Conservative,Voted,No Record of Party Registration,,,Active,"Yes, definitely",Republican,Yes,,,,
Male,Rent,Never Heard / Not Sure,Not Sure,,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Non-Citizen,35,Gotten worse / somewhat worse,4-Year,Never Heard / Not Sure,Once or Twice a Month,Full-Time,Prefer not to say,No,Yes,Illinois,2017,union_hh,No,Never Heard / Not Sure,Married,Hardly at all,Not Sure,,,,,,,,,,,,
Female,Own,Strongly Disapprove,Lean Democrat,Democratic,Presbyterian,Yes,Protestant,union,Very Important,Strongly Approve,Asian,Strongly Disapprove,Citizen,33,Gotten better / somewhat better,4-Year,Strongly Disapprove,Once a Week,Homemaker,80k - 100k,No,Yes,Kansas,2016,union_hh,Yes,Disapprove / Somewhat Disapprove,Married,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,Democratic,,No Record of Registration,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Male,Own,Strongly Disapprove,Independent,Republican,Not protestant,Yes,Hindu,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,44,Gotten much worse,Post-Grad,Approve / Somewhat Approve,Once a Week,Full-Time,120k - 150k,No,No,California,2012,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Moderate,Voted,No Record of Party Registration,Democratic,,Active,"Yes, definitely",Republican,Yes,Democratic,Democratic,,
Female,Rent,Approve / Somewhat Approve,Strong Republican,Republican,Nondenominational or Independent Church,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,54,Gotten much worse,High School Graduate,Strongly Approve,More Than Once a Week,Unemployed,30k - 40k,Yes,No,South Carolina,2012,union_hh,Yes,Approve / Somewhat Approve,Married,Most of the time,Very Conservative,Voted,No Record of Party Registration,,Republican,Active,"Yes, definitely",Republican,Yes,,Republican,,
Female,Own,Approve / Somewhat Approve,Strong Republican,Did not Vote,Baptist,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,58,Gotten worse / somewhat worse,High School Graduate,Disapprove / Somewhat Disapprove,A Few Times a Year,Unemployed,Prefer not to say,Yes,No,Florida,2010,union_hh,Yes,Never Heard / Not Sure,Domestic Partnership,Some of the time,Very Conservative,No Record of Voting,,Independent,,No Record of Registration,,,Yes,Independent,Democratic,Republican,Republican
Male,Own,Approve / Somewhat Approve,Strong Democrat,Democratic,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,22,Gotten better / somewhat better,4-Year,Never Heard / Not Sure,Once a Week,Full-Time,30k - 40k,Yes,Yes,Texas,2012,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Some of the time,Conservative,Voted,No Record of Party Registration,Democratic,Democratic,Active,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Male,Rent,Disapprove / Somewhat Disapprove,Lean Democrat,Democratic,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,,22,Stayed about the same,4-Year,Disapprove / Somewhat Disapprove,Once or Twice a Month,Student,40k - 50k,No,Yes,Indiana,2015,union_hh,No,Disapprove / Somewhat Disapprove,Single / Never Married,Some of the time,Liberal,,,,,,,,,,,,
Female,Own,Strongly Approve,Not Very Strong Democrat,Democratic,Not protestant,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Never Heard / Not Sure,Citizen,20,Gotten worse / somewhat worse,High School Graduate,Never Heard / Not Sure,Once a Week,Student,50k - 60k,No,Yes,Massachusetts,2022,union_hh,No,Strongly Approve,Single / Never Married,Only now and then,Moderate,,,,Democratic,,Probably,,No,,,,
Male,Rent,Strongly Approve,Strong Democrat,Democratic,Baptist,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Approve,Citizen,68,Gotten worse / somewhat worse,Post-Grad,Strongly Approve,Once a Week,Retired,40k - 50k,No,Yes,California,2022,union_hh,No,Strongly Approve,Married,Some of the time,Very Liberal,,,Democratic,Democratic,,"Yes, definitely",,Yes,Democratic,Democratic,Democratic,Democratic
Male,Own,Strongly Approve,Strong Democrat,Democratic,Baptist,No,Protestant,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,59,Gotten better / somewhat better,Post-Grad,Strongly Approve,More Than Once a Week,Full-Time,70k - 80k,No,Yes,Florida,2010,union_hh,Yes,Disapprove / Somewhat Disapprove,Married,Most of the time,Moderate,Voted,,Independent,Democratic,Active,,,Yes,Democratic,Democratic,Democratic,Democratic
Male,Own,Strongly Approve,Lean Republican,Republican,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,63,Gotten worse / somewhat worse,Some College,Strongly Approve,Once a Week,Full-Time,80k - 100k,No,No,Colorado,2016,union_hh,Yes,Disapprove / Somewhat Disapprove,Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,Republican,Republican,Unregistered,"Yes, definitely",Republican,Yes,Republican,Republican,,
Female,Own,Approve / Somewhat Approve,Lean Republican,Other Candidate,Nondenominational or Independent Church,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,55,Gotten much worse,Some College,Approve / Somewhat Approve,Once or Twice a Month,Homemaker,150k+,No,No,Ohio,2021,union_hh,Yes,Approve / Somewhat Approve,Married,Most of the time,Moderate,,,,,,,,,,,,
Female,Own,Disapprove / Somewhat Disapprove,Independent,,Not protestant,Yes,Buddhist,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,25,Gotten better / somewhat better,No HS,Disapprove / Somewhat Disapprove,A Few Times a Year,Homemaker,60k - 70k,No,Yes,Texas,2014,union_hh,No,Disapprove / Somewhat Disapprove,Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,No,,,,,,
Female,Own,Strongly Disapprove,Lean Democrat,Democratic,Nondenominational or Independent Church,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,59,Gotten worse / somewhat worse,Post-Grad,Approve / Somewhat Approve,Never,Full-Time,Prefer not to say,No,No,Texas,2020,union_hh,Yes,Disapprove / Somewhat Disapprove,Married,Most of the time,Moderate,Voted,No Record of Party Registration,Democratic,Democratic,Multiple Appearances,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Male,Own,Strongly Disapprove,Independent,Other Candidate,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,26,Stayed about the same,4-Year,Disapprove / Somewhat Disapprove,More Than Once a Week,Homemaker,40k - 50k,No,Yes,California,2013,union_hh,No,Strongly Disapprove,Single / Never Married,Most of the time,Moderate,,,,,,,,,,,,
Female,Other,Strongly Approve,Lean Republican,Republican,Methodist,No,Protestant,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,30,Gotten much better,Post-Grad,Strongly Approve,Seldom,Unemployed,Prefer not to say,No,No,Texas,2018,union_hh,No,Strongly Approve,Single / Never Married,Most of the time,Conservative,Voted,No Record of Party Registration,Republican,Republican,Active,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
Male,Own,Approve / Somewhat Approve,Independent,Republican,Baptist,No,Protestant,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,65,Gotten better / somewhat better,4-Year,Approve / Somewhat Approve,Once a Week,Retired,20k - 30k,Yes,Yes,Texas,2018,union_hh,Yes,Approve / Somewhat Approve,Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Probably,,No,Republican,,Republican,
Female,Own,Approve / Somewhat Approve,Lean Republican,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,49,Stayed about the same,4-Year,Never Heard / Not Sure,Once a Week,Part-Time,80k - 100k,No,No,Ohio,2016,union_hh,Yes,Never Heard / Not Sure,Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,Democratic,Republican,No Record of Registration,"Yes, definitely",Democratic,Yes,Republican,Democratic,,
